"","3373-EN-1","3373-EN-10","3373-EN-11","3373-EN-2","3373-EN-3"
"ENSG00000240024",252,302,196,371,259
"ENSG00000253092",7,10,3,7,7
"ENSG00000114796",607,2347,933,927,979
"ENSG00000163872",2855,4121,2912,2663,3453
"ENSG00000233885",46,99,47,38,45
"ENSG00000180834",34,49,25,32,37
"ENSG00000175193",200,255,208,169,191
"ENSG00000114770",4042,4557,2880,3686,3871
"ENSG00000273181",3,2,2,4,2
"ENSG00000272721",7,5,6,6,8
"ENSG00000145191",1715,2001,1459,1491,1472
"ENSG00000228205",1279,1526,1102,1631,1389
"ENSG00000161202",7426,7398,5137,6887,7103
"ENSG00000161203",15518,12231,8162,14079,13444
"ENSG00000161204",1700,1397,1135,1371,1457
"ENSG00000145198",4,29,20,1,2
"ENSG00000214160",1200,1416,1327,908,1019
"ENSG00000145194",211,271,206,204,182
"ENSG00000163888",21,16,15,26,18
"ENSG00000175166",15464,11492,7769,10982,11979
"ENSG00000114867",25180,30505,22091,19575,23328
"ENSG00000175182",601,548,524,458,482
"ENSG00000114859",209,169,158,128,145
"ENSG00000163882",1222,1370,1098,1120,1055
"ENSG00000090534",1,20,24,3,4
"ENSG00000090539",71,782,643,41,112
"ENSG00000182580",2613,2669,3826,1854,2103
"ENSG00000177383",2238,3312,2409,2394,2061
"ENSG00000272970",3,9,7,7,11
"ENSG00000273403",4,7,2,4,6
"ENSG00000156931",735,1298,661,726,798
"ENSG00000187068",15,1731,583,30,50
"ENSG00000113790",344,308,144,396,482
"ENSG00000073803",537,1065,433,809,683
"ENSG00000229638",2938,5015,3126,5173,4313
"ENSG00000163900",671,920,474,677,695
"ENSG00000163898",3,3,1,10,4
"ENSG00000163904",1305,2199,1134,1666,1658
"ENSG00000236489",3,7,0,6,3
"ENSG00000073792",5590,7946,4452,6293,6343
"ENSG00000163915",5,12,11,1,3
"ENSG00000136527",5027,8791,4837,6598,6231
"ENSG00000244405",82,54,5,77,120
"ENSG00000213139",51,45,25,58,94
"ENSG00000113838",335,315,182,395,446
"ENSG00000090520",1905,1909,991,1768,1867
"ENSG00000283390",7,6,6,1,7
"ENSG00000263826",57,148,95,40,58
"ENSG00000156976",8378,12390,5392,13416,11021
"ENSG00000163918",978,1605,992,1263,1281
"ENSG00000232233",7,10,8,3,3
"ENSG00000231982",3,4,5,12,10
"ENSG00000223803",196,335,133,469,285
"ENSG00000073849",1464,2601,1754,1303,1547
"ENSG00000163923",412,379,297,382,435
"ENSG00000127241",38,45,24,17,21
"ENSG00000157005",0,1194,322,0,0
"ENSG00000113916",937,686,310,949,998
"ENSG00000223401",39,37,5,32,60
"ENSG00000270959",80,84,32,106,111
"ENSG00000145012",2933,5245,1221,4490,4100
"ENSG00000279891",2,7,2,1,0
"ENSG00000188001",7,31,10,4,9
"ENSG00000073282",33,4487,1336,68,154
"ENSG00000090530",2638,3154,1433,2626,2328
"ENSG00000230077",13,21,16,10,10
"ENSG00000225764",5,7,1,5,3
"ENSG00000163347",17,49,33,9,14
"ENSG00000196083",63,125,24,87,91
"ENSG00000188729",0,10,10,5,8
"ENSG00000188958",1,4,2,7,4
"ENSG00000152492",1258,2603,1137,1913,1552
"ENSG00000114279",15,169,64,14,38
"ENSG00000230126",2,14,5,2,2
"ENSG00000226709",6,7,0,1,1
"ENSG00000180611",532,605,299,671,504
"ENSG00000236229",27,40,16,18,23
"ENSG00000127252",63,59,44,35,61
"ENSG00000127249",3,10,16,9,9
"ENSG00000198836",1800,3438,1431,2220,2467
"ENSG00000224855",0,5,1,11,0
"ENSG00000207370",0,5,0,2,3
"ENSG00000214146",2,12,6,0,0
"ENSG00000230102",2,47,7,0,3
"ENSG00000232874",2,3,1,1,3
"ENSG00000114315",270,1584,1018,324,384
"ENSG00000225742",8,19,11,11,8
"ENSG00000228271",0,10,7,0,2
"ENSG00000214145",4,150,204,2,6
"ENSG00000172061",31,5,6,22,8
"ENSG00000133657",978,4004,1469,1784,1565
"ENSG00000233058",25,47,28,14,17
"ENSG00000244675",4,14,4,3,2
"ENSG00000231770",127,123,83,110,80
"ENSG00000145014",725,516,375,654,680
"ENSG00000229334",6,21,3,9,10
"ENSG00000272707",5,8,2,3,2
"ENSG00000041802",911,1775,1185,910,1088
"ENSG00000185112",194,154,26,118,99
"ENSG00000173950",1781,2287,1709,1698,1499
"ENSG00000233303",4,3,4,2,4
"ENSG00000114331",1099,1905,706,2080,1572
"ENSG00000229325",5,18,9,30,26
"ENSG00000184203",1230,2307,806,1940,2397
"ENSG00000252620",8,14,5,11,10
"ENSG00000223711",9,35,14,11,20
"ENSG00000236844",6,24,5,3,11
"ENSG00000236425",0,9,4,0,1
"ENSG00000189058",4,7,2,2,13
"ENSG00000224769",0,5,2,1,3
"ENSG00000282206",4,23,13,10,7
"ENSG00000242086",372,905,555,418,439
"ENSG00000207650",25,58,28,25,21
"ENSG00000176945",13,80,44,20,10
"ENSG00000145113",684,473,274,377,493
"ENSG00000061938",3800,3565,2577,2945,3828
"ENSG00000224614",26,42,17,16,7
"ENSG00000231443",7,39,12,16,22
"ENSG00000260261",113,244,108,132,154
"ENSG00000185485",725,913,669,674,744
"ENSG00000231464",0,6,3,0,4
"ENSG00000072274",625,3820,1760,727,687
"ENSG00000163958",2,2,2,7,2
"ENSG00000163959",67,108,65,72,102
"ENSG00000161217",1586,1377,677,1857,1803
"ENSG00000228028",1,10,3,3,2
"ENSG00000213123",50,49,23,34,59
"ENSG00000237418",2,4,4,3,5
"ENSG00000235897",4,4,4,5,7
"ENSG00000145107",3,8,0,7,3
"ENSG00000163960",1560,3415,1475,2331,2315
"ENSG00000225822",4,4,4,3,2
"ENSG00000163961",894,1193,957,1031,1043
"ENSG00000273013",0,4,4,2,3
"ENSG00000225770",104,80,73,63,74
"ENSG00000185798",268,408,280,363,363
"ENSG00000174013",413,632,314,610,577
"ENSG00000232065",9,8,1,3,4
"ENSG00000174004",5,30,18,12,6
"ENSG00000163964",742,1058,476,1120,930
"ENSG00000174007",143,116,46,195,179
"ENSG00000180370",2843,3988,1657,4738,3984
"ENSG00000119231",1198,2173,1120,1539,1529
"ENSG00000230732",28,101,15,35,34
"ENSG00000114503",1909,3815,1747,2939,2799
"ENSG00000225578",21,30,11,11,11
"ENSG00000270170",829,873,793,661,643
"ENSG00000119227",21,17,13,26,39
"ENSG00000233487",3,6,3,3,4
"ENSG00000163975",1761,1154,812,1547,1214
"ENSG00000228109",122,66,84,75,95
"ENSG00000075711",1818,3563,1329,2637,2390
"ENSG00000227375",4,12,0,2,6
"ENSG00000272989",5,21,16,1,4
"ENSG00000161267",386,902,841,307,353
"ENSG00000214135",477,774,445,709,642
"ENSG00000249626",32,111,40,44,35
"ENSG00000273308",16,42,23,12,22
"ENSG00000236833",6,0,1,6,3
"ENSG00000145016",849,1211,775,774,733
"ENSG00000122068",1414,2076,835,2246,1725
"ENSG00000186001",1479,1946,1028,1704,1645
"ENSG00000234742",7,10,11,4,4
"ENSG00000114473",223,308,197,291,346
"ENSG00000182899",9052,13661,8932,11296,9928
"ENSG00000185621",188,382,158,282,309
"ENSG00000236438",124,181,186,80,137
"ENSG00000272602",173,385,191,282,262
"ENSG00000250312",285,521,245,459,377
"ENSG00000275426",1,6,0,8,5
"ENSG00000250892",13,41,18,11,27
"ENSG00000198155",156,403,187,196,202
"ENSG00000251188",17,104,27,50,55
"ENSG00000251689",9,19,10,8,10
"ENSG00000186777",129,243,106,153,185
"ENSG00000251535",2,6,8,7,2
"ENSG00000131127",307,872,492,500,518
"ENSG00000248564",7,9,5,7,1
"ENSG00000250321",39,53,28,39,48
"ENSG00000281016",17,10,11,3,5
"ENSG00000272885",0,5,0,13,2
"ENSG00000251595",25,62,17,62,26
"ENSG00000182903",358,1193,518,667,654
"ENSG00000174227",2999,4067,2693,3051,2944
"ENSG00000133256",268,367,294,226,242
"ENSG00000242686",5,22,28,5,1
"ENSG00000272927",33,69,33,32,22
"ENSG00000169020",450,336,305,219,324
"ENSG00000215375",342,348,336,260,239
"ENSG00000169026",159,96,127,111,119
"ENSG00000185619",2526,4434,2540,2781,2809
"ENSG00000248416",5,6,5,1,0
"ENSG00000272588",10,27,15,5,14
"ENSG00000249592",124,190,132,102,157
"ENSG00000233799",10,16,9,4,2
"ENSG00000168993",45,81,59,44,35
"ENSG00000178950",4054,3649,2949,3178,3379
"ENSG00000127419",678,621,517,574,564
"ENSG00000145214",1020,693,512,747,752
"ENSG00000145217",29,95,89,23,31
"ENSG00000127415",81,569,520,74,107
"ENSG00000127418",1437,1338,847,1166,1384
"ENSG00000178222",11,10,6,6,7
"ENSG00000159674",104,15,12,174,432
"ENSG00000273179",6,1,0,7,14
"ENSG00000280927",142,261,217,122,144
"ENSG00000159692",4232,4276,3518,3591,3759
"ENSG00000196810",790,872,537,795,679
"ENSG00000090316",3464,4013,3037,3199,3232
"ENSG00000163945",997,897,644,905,832
"ENSG00000254094",1,4,1,1,3
"ENSG00000253399",5,3,0,0,4
"ENSG00000179979",280,398,193,343,325
"ENSG00000244459",11,4,1,6,6
"ENSG00000174137",62,66,44,62,66
"ENSG00000207009",0,6,1,3,0
"ENSG00000163950",2153,4906,3040,3272,2983
"ENSG00000270195",102,66,54,56,84
"ENSG00000168936",2110,2506,2103,1727,1681
"ENSG00000013810",3309,3554,3208,2346,3052
"ENSG00000068078",1354,1602,2003,1055,1342
"ENSG00000168924",3105,2875,2396,2382,2862
"ENSG00000109685",8584,12391,8670,7411,8591
"ENSG00000249784",2,5,8,0,1
"ENSG00000185049",1477,1786,1639,1256,1302
"ENSG00000243449",735,635,624,542,569
"ENSG00000185818",48,1235,957,28,60
"ENSG00000130997",72,77,44,60,72
"ENSG00000214367",515,831,347,915,784
"ENSG00000249047",3,4,2,5,3
"ENSG00000123933",7869,5035,3679,6972,6544
"ENSG00000159733",4,12,5,4,6
"ENSG00000206113",4,5,6,1,0
"ENSG00000063978",2228,2810,1825,2483,2637
"ENSG00000251229",27,63,21,14,25
"ENSG00000125386",1673,2422,1511,1607,1568
"ENSG00000168884",2501,1653,1380,1967,2074
"ENSG00000087266",1549,2251,1548,1366,1581
"ENSG00000087274",13011,12901,8421,12211,12660
"ENSG00000109736",3058,2882,2403,2362,2508
"ENSG00000249673",351,441,327,378,415
"ENSG00000087269",1083,2581,1923,971,1179
"ENSG00000125388",187,452,253,215,192
"ENSG00000197386",6643,9104,5843,5146,6161
"ENSG00000188981",49,36,30,19,22
"ENSG00000159788",1392,2289,1566,1339,1393
"ENSG00000248840",9,7,9,12,7
"ENSG00000109758",33,87,77,28,33
"ENSG00000175920",22,39,24,4,7
"ENSG00000261643",20,74,46,29,37
"ENSG00000163956",6271,9870,6565,4430,4519
"ENSG00000250986",18,5,10,13,30
"ENSG00000184160",289,108,82,246,298
"ENSG00000251271",5,2,8,5,3
"ENSG00000251669",56,140,104,58,68
"ENSG00000250381",5,4,7,6,3
"ENSG00000250710",4,3,6,3,5
"ENSG00000163982",1,5,5,0,0
"ENSG00000132406",604,1046,481,885,764
"ENSG00000145220",312,841,598,367,458
"ENSG00000168826",160,281,225,143,178
"ENSG00000168824",2845,5556,3078,3357,2473
"ENSG00000168818",859,1338,1006,896,872
"ENSG00000247708",67,246,140,83,100
"ENSG00000280310",4,25,16,8,10
"ENSG00000273396",0,5,5,0,1
"ENSG00000163132",133,6371,6560,115,129
"ENSG00000170891",19,11,1,11,18
"ENSG00000152953",20,9,8,22,23
"ENSG00000082929",5,3,0,9,4
"ENSG00000173040",414,465,348,368,511
"ENSG00000072840",1262,1230,650,1002,1088
"ENSG00000072832",2766,732,311,2439,3630
"ENSG00000152969",9,0,2,3,2
"ENSG00000109501",3596,1592,1055,2493,2814
"ENSG00000074211",11,11,12,8,20
"ENSG00000013288",3102,3377,2718,2545,2855
"ENSG00000179010",11825,12168,7493,13783,11593
"ENSG00000251580",11,18,13,16,19
"ENSG00000170846",638,780,527,679,641
"ENSG00000246526",8,4,4,3,7
"ENSG00000163993",134,68,3,77,7
"ENSG00000178988",2355,3304,1974,2799,2657
"ENSG00000186222",1044,898,733,963,886
"ENSG00000170871",1337,3122,1454,1878,1910
"ENSG00000132405",1523,1744,1169,1314,1248
"ENSG00000245748",20,16,10,8,15
"ENSG00000173013",99,53,37,91,83
"ENSG00000173011",1164,1138,882,1200,1081
"ENSG00000109519",672,751,488,682,694
"ENSG00000245468",6,1,1,1,1
"ENSG00000184985",133,184,113,81,139
"ENSG00000178597",2,6,9,4,8
"ENSG00000272620",18,36,25,9,21
"ENSG00000196526",3000,3996,2560,3202,3287
"ENSG00000228919",8,4,2,4,4
"ENSG00000163995",10,19,2,8,7
"ENSG00000250471",6,4,0,1,4
"ENSG00000125089",209,35,16,138,97
"ENSG00000170801",1065,110,145,554,293
"ENSG00000251615",86,158,92,88,80
"ENSG00000087008",654,672,378,607,685
"ENSG00000155275",509,655,477,505,531
"ENSG00000205959",54,86,83,59,61
"ENSG00000155269",845,103,75,809,647
"ENSG00000109625",220,161,146,284,319
"ENSG00000215612",3,38,37,0,1
"ENSG00000109667",8,7,7,3,2
"ENSG00000261490",225,193,102,221,215
"ENSG00000071127",23703,15792,8634,21375,21036
"ENSG00000264931",2,2,0,5,5
"ENSG00000223086",3,3,3,1,1
"ENSG00000250613",8,0,0,11,3
"ENSG00000178163",1003,1177,535,1454,1348
"ENSG00000250896",109,154,86,125,120
"ENSG00000002587",160,42,12,152,52
"ENSG00000251152",0,28,5,0,0
"ENSG00000157869",305,528,244,501,404
"ENSG00000109705",44,4,0,40,41
"ENSG00000246095",11,0,0,11,6
"ENSG00000038219",3892,6885,3987,4142,4677
"ENSG00000249148",0,8,1,1,1
"ENSG00000248360",5,3,3,9,5
"ENSG00000247624",1,1,2,5,5
"ENSG00000137449",206,92,26,340,198
"ENSG00000249252",15,5,5,12,15
"ENSG00000163145",23,0,0,24,13
"ENSG00000048342",625,755,528,738,645
"ENSG00000118564",2340,1413,688,3674,2907
"ENSG00000237765",770,1121,354,1225,998
"ENSG00000109743",306,64,28,264,210
"ENSG00000214846",2,2,0,4,5
"ENSG00000004468",2,4,5,8,5
"ENSG00000137440",289,44,28,91,130
"ENSG00000137441",32,6,2,23,13
"ENSG00000007062",774,3233,1812,863,1714
"ENSG00000169762",227,537,205,338,318
"ENSG00000263327",42,81,30,60,42
"ENSG00000169744",176,21,26,265,142
"ENSG00000151552",1309,930,699,1168,1259
"ENSG00000002549",1267,1433,1105,1429,1401
"ENSG00000249502",3,7,4,7,5
"ENSG00000118579",2107,4207,2454,2642,2754
"ENSG00000047662",9,38,16,10,19
"ENSG00000163257",1320,4222,2196,1790,2167
"ENSG00000109805",1923,3112,1629,2727,3100
"ENSG00000178177",367,850,320,703,639
"ENSG00000235413",14,14,9,5,7
"ENSG00000145147",995,909,295,1398,1438
"ENSG00000163138",181,414,188,267,264
"ENSG00000185774",28,65,8,54,33
"ENSG00000152990",2465,7010,4230,2529,3303
"ENSG00000237350",558,1064,340,1345,1001
"ENSG00000109819",72,19,14,72,125
"ENSG00000109606",6508,11473,5750,8935,8000
"ENSG00000207697",6,28,7,8,8
"ENSG00000109610",788,148,120,716,476
"ENSG00000181982",559,622,394,530,465
"ENSG00000153012",2514,233,132,3422,1359
"ENSG00000109618",411,382,160,542,429
"ENSG00000281501",42,37,17,36,49
"ENSG00000038210",303,768,239,700,474
"ENSG00000168228",264,591,367,352,391
"ENSG00000053900",593,961,537,751,703
"ENSG00000157765",7,284,157,3,7
"ENSG00000091490",558,1169,636,505,1138
"ENSG00000250317",367,547,342,536,446
"ENSG00000168214",1450,3574,1368,2129,2079
"ENSG00000109680",82,75,39,69,113
"ENSG00000109689",828,1762,706,1046,1078
"ENSG00000240005",6,4,7,12,13
"ENSG00000250064",1,6,2,0,1
"ENSG00000250927",24,4,22,8,8
"ENSG00000169851",1701,15269,6037,1581,1144
"ENSG00000047365",197,404,110,285,255
"ENSG00000174145",1,5,1,4,3
"ENSG00000154274",155,491,154,145,141
"ENSG00000248936",4,5,4,3,10
"ENSG00000181826",263,138,78,226,267
"ENSG00000169299",1550,1267,497,2278,1789
"ENSG00000279386",13,10,7,23,13
"ENSG00000249863",30,26,14,55,43
"ENSG00000065882",17297,6301,4179,21003,17979
"ENSG00000251332",8,0,0,5,9
"ENSG00000231160",116,198,97,161,115
"ENSG00000109787",2299,2538,1313,3874,2898
"ENSG00000174125",10,7,2,27,12
"ENSG00000174130",229,71,10,311,283
"ENSG00000197712",2918,1687,449,3471,2981
"ENSG00000207944",7,1,3,4,9
"ENSG00000109790",1043,1544,725,1431,1366
"ENSG00000249207",3,11,0,9,9
"ENSG00000249685",27,45,40,16,20
"ENSG00000157796",830,2422,1272,998,1233
"ENSG00000035928",2192,4410,2083,3189,3162
"ENSG00000206675",2,7,1,0,0
"ENSG00000134962",13,23,10,11,11
"ENSG00000163682",10560,14491,9130,12805,11525
"ENSG00000121897",321,428,245,515,426
"ENSG00000224097",6,5,7,14,7
"ENSG00000109814",1808,2334,1379,2166,2294
"ENSG00000249348",39,79,38,65,37
"ENSG00000163683",824,1120,507,1445,1002
"ENSG00000255458",19,21,10,30,23
"ENSG00000078140",1855,4431,1764,3612,3001
"ENSG00000180610",15,14,11,15,9
"ENSG00000121892",2679,6180,2536,3673,3637
"ENSG00000250568",6,3,4,4,4
"ENSG00000231707",8,7,4,4,3
"ENSG00000078177",1282,4011,1442,2492,2063
"ENSG00000260296",31,167,26,90,70
"ENSG00000168421",8,3,1,6,5
"ENSG00000163694",1312,4925,3635,1645,1369
"ENSG00000250893",5,13,3,4,2
"ENSG00000179299",431,833,655,568,501
"ENSG00000248780",6,8,5,7,9
"ENSG00000163697",2298,5659,2448,3035,3517
"ENSG00000250906",8,9,6,9,7
"ENSG00000207195",1,2,3,6,5
"ENSG00000154277",1865,5902,3747,1338,1879
"ENSG00000064042",976,1633,1029,1382,653
"ENSG00000249216",7,12,2,3,0
"ENSG00000109133",1071,2355,1106,1471,1334
"ENSG00000182308",12,6,9,18,14
"ENSG00000272862",0,4,0,3,5
"ENSG00000014824",1668,3524,1517,2530,2200
"ENSG00000249212",3,7,2,1,2
"ENSG00000188848",41,200,134,51,41
"ENSG00000178343",21,0,2,10,10
"ENSG00000124406",44,270,101,53,71
"ENSG00000124399",0,6,0,1,5
"ENSG00000183783",2,12,8,2,5
"ENSG00000177752",1,2,2,5,3
"ENSG00000151806",867,2208,892,1327,1313
"ENSG00000163281",173,652,244,323,308
"ENSG00000273369",12,77,13,33,37
"ENSG00000163285",0,23,2,0,1
"ENSG00000151834",39,220,36,106,91
"ENSG00000249936",1140,1210,732,1350,1195
"ENSG00000109158",0,182,53,2,1
"ENSG00000163288",1,75,28,0,3
"ENSG00000260918",1,66,16,2,0
"ENSG00000169019",291,775,220,642,406
"ENSG00000145246",1145,5244,1081,1512,1299
"ENSG00000248254",1,13,0,1,5
"ENSG00000145244",14,39,7,22,14
"ENSG00000259959",79,254,101,140,108
"ENSG00000170448",452,891,446,568,507
"ENSG00000163293",296,973,292,511,424
"ENSG00000198515",17,47,21,20,18
"ENSG00000074966",14,61,11,16,7
"ENSG00000135605",3,95,34,1,16
"ENSG00000109171",1199,1677,890,1436,1327
"ENSG00000145248",8,634,573,4,5
"ENSG00000182223",1,91,65,1,1
"ENSG00000075539",1391,2397,806,1486,1561
"ENSG00000109180",1903,4083,1711,3056,2640
"ENSG00000248256",2,9,0,12,6
"ENSG00000145247",1017,1033,828,765,902
"ENSG00000248583",3,20,5,12,13
"ENSG00000251056",1,14,0,8,3
"ENSG00000109184",682,1179,424,1404,1202
"ENSG00000188993",7,18,9,43,24
"ENSG00000163069",1033,1339,586,1531,1362
"ENSG00000163071",606,785,314,733,492
"ENSG00000109189",892,1911,963,1458,1392
"ENSG00000248866",107,210,98,139,161
"ENSG00000226950",2082,2191,1636,2027,2069
"ENSG00000212588",9,42,19,21,21
"ENSG00000248375",7,5,5,18,3
"ENSG00000226887",138,400,143,207,223
"ENSG00000128045",300,1057,330,356,498
"ENSG00000184178",316,384,300,290,331
"ENSG00000145216",384,645,470,404,353
"ENSG00000072201",375,1949,1908,340,378
"ENSG00000248494",4,8,3,4,6
"ENSG00000249341",2,1,1,6,4
"ENSG00000272650",1,4,0,11,9
"ENSG00000109220",500,250,181,482,455
"ENSG00000134853",874,845,532,1161,1527
"ENSG00000157404",788,643,503,1503,697
"ENSG00000128052",245,80,46,231,119
"ENSG00000128039",416,412,331,424,506
"ENSG00000249700",13,35,22,16,21
"ENSG00000273257",4,1,5,2,1
"ENSG00000134851",2265,3697,1783,3176,2741
"ENSG00000239040",0,16,3,2,5
"ENSG00000134852",451,906,364,842,724
"ENSG00000272969",9,3,4,2,5
"ENSG00000109255",11,78,103,2,6
"ENSG00000090989",1137,1375,666,1632,1467
"ENSG00000202358",4,5,3,3,1
"ENSG00000174799",368,1088,440,684,656
"ENSG00000109265",950,3881,2500,817,931
"ENSG00000157426",361,738,367,563,467
"ENSG00000269921",7,16,7,8,7
"ENSG00000128059",666,1633,839,1018,1032
"ENSG00000270147",2,0,4,3,1
"ENSG00000283156",6,42,9,11,4
"ENSG00000128050",6212,14459,7689,8220,8763
"ENSG00000174780",2968,4983,2611,3636,3523
"ENSG00000196503",4,1,2,2,2
"ENSG00000249693",1,12,5,1,9
"ENSG00000248590",95,1305,600,114,130
"ENSG00000171476",65,58,5,54,4
"ENSG00000227040",5,7,6,7,6
"ENSG00000084093",1605,3728,1695,2625,2494
"ENSG00000269949",2,3,3,5,9
"ENSG00000084092",1351,1492,1185,1391,1450
"ENSG00000047315",3850,7357,3417,5007,4964
"ENSG00000163453",8289,421,169,7889,8281
"ENSG00000245067",7,1,0,8,10
"ENSG00000250192",4,2,0,3,3
"ENSG00000150471",261,2023,1243,256,223
"ENSG00000225405",2,4,5,7,3
"ENSG00000180673",49,133,41,108,94
"ENSG00000205678",2,11,7,4,21
"ENSG00000243199",1058,2088,946,1895,1570
"ENSG00000250075",5,9,3,3,4
"ENSG00000250030",9,6,2,10,1
"ENSG00000145241",558,1726,817,880,920
"ENSG00000279464",2,4,3,6,3
"ENSG00000033178",1003,1953,745,1692,1565
"ENSG00000270257",4,12,2,8,7
"ENSG00000248049",165,200,87,215,174
"ENSG00000250656",4,2,2,0,3
"ENSG00000270228",12,13,3,16,13
"ENSG00000270292",5,1,2,2,6
"ENSG00000109163",2,13,2,8,9
"ENSG00000187054",0,29,3,3,0
"ENSG00000227725",4,6,1,3,3
"ENSG00000198092",3,282,28,2,7
"ENSG00000083896",2421,4670,2266,3299,2922
"ENSG00000162840",2,4,1,3,1
"ENSG00000087128",11,3,0,6,12
"ENSG00000173597",0,13,2,2,1
"ENSG00000109193",0,19,9,0,1
"ENSG00000109205",9,15,13,7,12
"ENSG00000178522",0,12,10,1,8
"ENSG00000132467",1377,1825,1178,1504,1445
"ENSG00000272986",4,3,4,1,3
"ENSG00000018189",1167,2124,1017,1540,1365
"ENSG00000132463",2808,4245,2205,3978,3534
"ENSG00000173542",649,2007,610,1628,1103
"ENSG00000156136",205,613,237,484,349
"ENSG00000080493",330,2758,834,662,250
"ENSG00000056291",13,347,143,13,19
"ENSG00000156140",195,1463,687,239,240
"ENSG00000163626",448,849,411,596,516
"ENSG00000132466",4063,7831,4126,4129,4755
"ENSG00000248641",550,648,849,262,369
"ENSG00000250220",23,18,15,24,16
"ENSG00000163631",6,12,12,8,7
"ENSG00000081051",10,22,2,7,6
"ENSG00000169435",12,71,27,12,19
"ENSG00000163735",6,4,2,12,7
"ENSG00000163734",1,4,5,7,5
"ENSG00000251017",44,56,16,60,57
"ENSG00000081041",6,7,5,13,7
"ENSG00000163738",74,392,111,183,153
"ENSG00000269559",7,10,1,9,7
"ENSG00000109321",6,9,3,5,1
"ENSG00000174808",3,17,8,1,5
"ENSG00000169116",18,60,35,6,4
"ENSG00000163743",402,638,290,676,494
"ENSG00000174796",240,559,230,432,341
"ENSG00000174792",123,62,3,125,137
"ENSG00000138769",22,25,11,38,49
"ENSG00000138757",5572,11233,4533,8337,7687
"ENSG00000138768",2560,3473,1364,3838,3510
"ENSG00000138744",41,25,15,42,41
"ENSG00000198301",788,1625,735,959,1045
"ENSG00000138750",868,1996,1035,1367,1320
"ENSG00000138760",3411,6548,3072,4575,4347
"ENSG00000189157",8,30,21,31,18
"ENSG00000118804",97,80,70,55,67
"ENSG00000163749",3,10,2,8,7
"ENSG00000249858",35,56,51,38,42
"ENSG00000138771",2718,7278,2789,2363,3154
"ENSG00000186212",136,994,306,75,118
"ENSG00000138758",11511,11693,4000,15938,14954
"ENSG00000234036",129,74,62,93,146
"ENSG00000118816",8100,10893,5367,10529,9412
"ENSG00000138764",3450,4815,1669,6434,3843
"ENSG00000138767",482,944,290,797,604
"ENSG00000169288",412,772,294,702,567
"ENSG00000138759",9761,24507,7706,9006,12070
"ENSG00000249565",351,868,354,638,563
"ENSG00000138772",7733,9700,4857,10904,9140
"ENSG00000251442",7,5,2,6,2
"ENSG00000260278",4,9,1,1,8
"ENSG00000138756",338,784,437,462,413
"ENSG00000163291",771,1514,637,1336,1132
"ENSG00000249307",2,5,7,6,7
"ENSG00000163297",1743,2515,939,2040,1532
"ENSG00000152784",14,105,46,10,16
"ENSG00000138675",0,9,1,0,0
"ENSG00000152785",2,39,10,2,6
"ENSG00000138669",0,2,3,1,12
"ENSG00000138670",181,651,62,308,382
"ENSG00000273156",0,12,4,6,1
"ENSG00000138668",11621,22015,12646,15943,14200
"ENSG00000272677",9,20,8,15,24
"ENSG00000152795",12864,28196,14001,19948,17223
"ENSG00000145293",1106,2026,1119,1319,1160
"ENSG00000249242",325,246,166,641,387
"ENSG00000214988",9,5,1,6,3
"ENSG00000227304",7,0,4,2,4
"ENSG00000248113",4,11,7,6,4
"ENSG00000145284",3161,342,69,4208,3216
"ENSG00000270480",7,1,1,12,3
"ENSG00000138674",8603,11261,4215,9797,10526
"ENSG00000251022",564,1800,759,1152,1112
"ENSG00000168152",230,519,174,388,331
"ENSG00000189308",424,824,421,641,593
"ENSG00000199530",0,2,0,7,1
"ENSG00000138663",1152,1384,762,1506,1276
"ENSG00000145287",350,36,12,278,243
"ENSG00000250677",1,2,5,1,2
"ENSG00000173085",482,794,465,613,460
"ENSG00000173083",99,139,38,131,136
"ENSG00000163312",325,450,243,434,366
"ENSG00000163319",230,235,191,157,185
"ENSG00000163322",204,327,153,320,242
"ENSG00000138678",19,26,5,26,15
"ENSG00000250546",1,4,0,0,5
"ENSG00000163624",965,3170,1506,1296,1063
"ENSG00000163625",2597,4668,2089,2878,2815
"ENSG00000180769",52,91,33,78,69
"ENSG00000138639",91,354,226,122,108
"ENSG00000109339",87,426,379,127,194
"ENSG00000163629",1903,5833,3838,2132,3218
"ENSG00000163633",111,101,59,140,134
"ENSG00000251411",13,1,4,12,8
"ENSG00000172493",2289,1513,837,2557,2592
"ENSG00000235043",1473,1195,1133,1398,1168
"ENSG00000145332",225,413,196,397,375
"ENSG00000248180",457,333,326,369,414
"ENSG00000198189",347,535,271,441,392
"ENSG00000170502",849,867,372,862,868
"ENSG00000152583",9,71,18,23,32
"ENSG00000183199",67,97,77,63,63
"ENSG00000118785",3372,5768,703,2006,2383
"ENSG00000202000",0,7,0,6,0
"ENSG00000118762",3184,5849,2726,4093,3319
"ENSG00000118777",2892,4401,4027,2458,2358
"ENSG00000163644",363,388,180,631,619
"ENSG00000138642",166,392,164,210,164
"ENSG00000138646",203,375,166,265,224
"ENSG00000138641",376,230,127,467,394
"ENSG00000177432",92,207,91,123,124
"ENSG00000248019",18,35,13,37,18
"ENSG00000138640",327,1223,531,400,402
"ENSG00000180346",305,580,169,388,416
"ENSG00000270720",4,3,0,4,4
"ENSG00000185477",0,194,52,4,3
"ENSG00000251095",562,1430,275,878,739
