"","3373-EN-1","3373-EN-10","3373-EN-11","3373-EN-2","3373-EN-3"
"ENSG00000116954",408,591,199,768,642
"ENSG00000228436",11,16,12,8,13
"ENSG00000214114",504,739,324,779,665
"ENSG00000158315",4,4,3,3,7
"ENSG00000174574",2447,4537,2443,3741,3328
"ENSG00000168653",4163,4038,3213,3842,3741
"ENSG00000127603",16392,16001,7884,13920,19889
"ENSG00000183682",8,14,10,9,22
"ENSG00000237624",8,28,21,12,6
"ENSG00000182109",67,98,86,62,89
"ENSG00000243970",10,18,10,12,22
"ENSG00000090621",6887,8491,5883,7002,7323
"ENSG00000228060",3,30,11,6,18
"ENSG00000201457",4,26,13,7,8
"ENSG00000163909",5,68,62,5,4
"ENSG00000116983",3,15,0,2,0
"ENSG00000084072",1112,1327,871,987,936
"ENSG00000116985",19,62,54,23,22
"ENSG00000198754",3,17,14,1,0
"ENSG00000043514",414,1095,605,589,599
"ENSG00000116990",112,712,422,115,173
"ENSG00000168389",16,48,24,2,3
"ENSG00000131236",12755,7951,3972,13889,13880
"ENSG00000131238",2412,6462,3811,2437,2829
"ENSG00000117000",737,1607,715,965,1074
"ENSG00000259943",178,319,188,189,213
"ENSG00000084073",1151,2837,1009,1921,1676
"ENSG00000231296",3,3,1,2,2
"ENSG00000049089",72,211,182,45,93
"ENSG00000084070",387,391,228,405,358
"ENSG00000187801",60,155,102,97,93
"ENSG00000260920",30,135,55,41,55
"ENSG00000279667",1,7,2,0,1
"ENSG00000187815",171,218,113,197,174
"ENSG00000238287",10,17,2,7,10
"ENSG00000164002",207,251,163,170,194
"ENSG00000238186",8,14,8,10,9
"ENSG00000117010",43,59,41,73,74
"ENSG00000117016",576,863,580,594,717
"ENSG00000237899",9,20,9,4,7
"ENSG00000272145",63,234,80,86,85
"ENSG00000066136",1621,2595,1623,1682,1599
"ENSG00000117013",27,124,158,11,15
"ENSG00000179862",173,702,848,97,112
"ENSG00000171793",1403,3118,2019,1515,1639
"ENSG00000281207",42,116,54,53,70
"ENSG00000171790",27,74,48,20,19
"ENSG00000010803",1078,1765,1072,1231,1077
"ENSG00000235358",1,3,6,3,1
"ENSG00000204060",180,302,226,112,89
"ENSG00000127129",10,4,0,10,8
"ENSG00000127124",261,719,223,289,285
"ENSG00000230638",15,53,21,17,20
"ENSG00000197273",2,2,4,1,4
"ENSG00000198815",1228,3054,1386,1706,1758
"ENSG00000227527",9,4,4,8,5
"ENSG00000177181",2,19,9,2,4
"ENSG00000066185",14,9,8,16,20
"ENSG00000127125",1081,1467,812,1612,1263
"ENSG00000186409",41,197,74,46,53
"ENSG00000171960",402,481,353,281,280
"ENSG00000234917",3,17,8,2,5
"ENSG00000065978",29331,25692,19456,32003,29015
"ENSG00000164007",220,299,195,180,183
"ENSG00000117385",4307,3079,1586,3606,3705
"ENSG00000164008",31,32,25,33,30
"ENSG00000228452",36,79,27,27,41
"ENSG00000274386",21,74,40,24,22
"ENSG00000177868",427,463,267,498,403
"ENSG00000164010",244,286,160,210,213
"ENSG00000228192",16,24,11,4,10
"ENSG00000164011",375,394,367,402,429
"ENSG00000233708",2,5,4,3,0
"ENSG00000225099",101,99,71,97,100
"ENSG00000117394",13503,25838,21510,10834,11924
"ENSG00000284138",7,4,3,0,1
"ENSG00000227533",20,35,15,21,12
"ENSG00000283973",4,5,3,1,3
"ENSG00000186973",2,2,0,6,1
"ENSG00000117395",1479,1378,929,1290,1325
"ENSG00000243710",6,26,22,6,16
"ENSG00000179178",305,1314,892,151,294
"ENSG00000253313",308,606,475,255,292
"ENSG00000066056",181,22,10,67,102
"ENSG00000117400",11,8,6,2,5
"ENSG00000234694",11,13,6,7,13
"ENSG00000117399",5419,3887,3791,3828,4603
"ENSG00000066322",4238,1775,1548,3380,3311
"ENSG00000159479",879,828,533,829,785
"ENSG00000229431",40,43,29,52,29
"ENSG00000198198",2062,2151,1536,1434,1784
"ENSG00000142949",58350,68542,56141,39234,52278
"ENSG00000066135",2536,2768,1780,2244,2325
"ENSG00000236200",33,58,18,26,29
"ENSG00000126091",296,250,182,227,228
"ENSG00000117407",18,11,20,6,21
"ENSG00000237950",7,3,3,2,2
"ENSG00000117408",2196,1152,883,1691,1824
"ENSG00000132768",743,1430,1094,678,649
"ENSG00000117410",1672,1551,1288,1331,1476
"ENSG00000117411",2926,3227,2557,2906,2695
"ENSG00000159214",338,321,344,229,267
"ENSG00000196517",621,1074,879,345,448
"ENSG00000230615",8,12,11,11,18
"ENSG00000233514",42,86,53,69,72
"ENSG00000178028",2426,2374,1685,2179,2136
"ENSG00000117419",1356,1713,1328,1384,1325
"ENSG00000233602",6,9,9,2,9
"ENSG00000187147",1900,2328,1882,1482,1557
"ENSG00000126106",464,378,387,358,395
"ENSG00000198520",103,111,94,76,67
"ENSG00000199377",0,3,1,5,1
"ENSG00000142945",1983,1953,1390,1705,1878
"ENSG00000225721",17,18,13,3,11
"ENSG00000142937",25067,35779,25881,30939,26896
"ENSG00000200913",11,17,13,8,10
"ENSG00000234093",176,182,164,141,145
"ENSG00000142959",46,47,82,38,49
"ENSG00000173846",1563,276,192,1222,868
"ENSG00000188396",57,5,1,18,18
"ENSG00000222009",631,104,37,533,384
"ENSG00000117425",22,22,27,12,15
"ENSG00000070785",479,492,244,473,435
"ENSG00000126107",2750,1613,1170,2312,2486
"ENSG00000126088",2533,1321,985,2334,1985
"ENSG00000162415",81,213,228,57,116
"ENSG00000281912",19,30,26,20,17
"ENSG00000186603",156,1324,1463,171,162
"ENSG00000132781",702,717,697,555,629
"ENSG00000132773",438,737,547,386,385
"ENSG00000070759",416,528,340,391,391
"ENSG00000280670",114,92,79,101,96
"ENSG00000132763",239,334,261,228,286
"ENSG00000117450",9263,3218,1949,8912,9579
"ENSG00000117448",3227,1896,1532,2740,2826
"ENSG00000280836",2,7,5,3,3
"ENSG00000132780",10622,22287,16363,10928,13518
"ENSG00000159588",125,137,83,84,80
"ENSG00000159592",1957,3824,2294,2616,2588
"ENSG00000225447",12,35,13,9,9
"ENSG00000234329",17,37,18,18,27
"ENSG00000159596",806,1412,763,1148,1134
"ENSG00000197429",409,473,217,622,551
"ENSG00000230896",32,49,18,45,58
"ENSG00000086015",4093,4427,2851,3507,3770
"ENSG00000232467",4,7,5,2,2
"ENSG00000117461",878,683,362,950,965
"ENSG00000117472",48,105,91,45,40
"ENSG00000085998",3254,2906,2131,2741,2554
"ENSG00000171357",48,60,60,61,42
"ENSG00000085999",702,1187,915,540,770
"ENSG00000132128",5675,4610,2876,5172,5318
"ENSG00000173660",2626,2526,1715,2583,2581
"ENSG00000117481",691,855,589,714,798
"ENSG00000117480",105,166,209,61,105
"ENSG00000232022",3,0,1,7,5
"ENSG00000269956",11,15,8,10,25
"ENSG00000079277",1017,531,425,952,963
"ENSG00000142961",298,147,96,342,300
"ENSG00000123472",1109,1926,1163,1358,1249
"ENSG00000186118",3,13,3,6,2
"ENSG00000228237",10,19,5,4,5
"ENSG00000159658",2396,3137,1504,2881,2813
"ENSG00000142973",0,4,8,5,3
"ENSG00000186377",1,7,3,3,6
"ENSG00000225506",4,13,13,4,6
"ENSG00000123473",1073,1573,821,1370,1529
"ENSG00000162368",1666,2276,867,3150,2251
"ENSG00000225762",6,14,10,10,11
"ENSG00000186790",164,83,122,151,144
"ENSG00000237424",25,2,1,13,10
"ENSG00000186564",20,0,3,4,5
"ENSG00000269113",24,26,16,9,9
"ENSG00000242267",2,3,2,1,4
"ENSG00000117834",17,39,23,13,24
"ENSG00000272491",3,6,3,2,2
"ENSG00000132122",138,282,152,217,248
"ENSG00000235105",152,259,99,296,219
"ENSG00000186094",3,3,2,4,7
"ENSG00000162373",318,313,261,271,301
"ENSG00000162374",0,3,4,1,3
"ENSG00000142700",1,13,4,1,0
"ENSG00000185104",1261,1608,1087,1199,1196
"ENSG00000225767",3,7,3,2,3
"ENSG00000123080",66,6,8,69,27
"ENSG00000123091",1338,2831,1032,2302,1679
"ENSG00000085831",40,47,31,39,39
"ENSG00000085832",2188,2296,871,3417,2741
"ENSG00000232027",2,0,2,3,5
"ENSG00000238140",1,1,1,4,6
"ENSG00000227070",7,6,1,0,1
"ENSG00000227742",9,7,4,5,4
"ENSG00000117859",10716,10749,4390,13462,11232
"ENSG00000078618",4020,4161,2558,3904,4130
"ENSG00000266993",15,32,5,17,17
"ENSG00000169213",1402,1702,1011,1345,1798
"ENSG00000117862",2148,2522,1409,2343,2221
"ENSG00000198841",282,325,229,300,285
"ENSG00000228369",3,3,2,0,4
"ENSG00000134717",737,2154,761,1571,1347
"ENSG00000157077",1052,682,321,1333,1229
"ENSG00000228407",4,12,3,8,12
"ENSG00000213735",11,16,13,21,21
"ENSG00000154222",1816,1747,1271,1669,1676
"ENSG00000272100",2,1,1,7,5
"ENSG00000224680",38,35,31,40,32
"ENSG00000085840",1183,1466,1283,1299,1387
"ENSG00000134748",1348,2375,1299,1827,1768
"ENSG00000134744",2311,4733,2081,2752,2867
"ENSG00000272371",2,5,3,5,2
"ENSG00000116157",318,385,304,389,312
"ENSG00000182183",5,21,11,6,5
"ENSG00000162377",593,844,574,741,721
"ENSG00000162378",1051,1575,555,1706,1429
"ENSG00000228929",2122,2064,1488,2323,1945
"ENSG00000203995",22,23,9,17,33
"ENSG00000121310",1137,2092,1492,1036,1065
"ENSG00000230953",28,85,25,25,33
"ENSG00000116171",1206,1388,589,2043,1473
"ENSG00000174348",233,6,2,48,71
"ENSG00000162383",27,0,0,5,1
"ENSG00000157184",534,497,419,489,422
"ENSG00000236723",3,3,2,4,1
"ENSG00000162384",649,624,514,735,739
"ENSG00000259818",1,5,6,2,1
"ENSG00000162385",598,968,655,602,596
"ENSG00000226754",12,3,12,9,16
"ENSG00000157193",201,345,173,168,274
"ENSG00000225675",0,7,0,0,3
"ENSG00000174332",6,1,0,4,3
"ENSG00000058804",1431,4154,1870,2154,2180
"ENSG00000058799",894,1117,618,1049,1017
"ENSG00000211452",2,8,2,3,8
"ENSG00000081870",502,566,276,728,598
"ENSG00000116212",2010,2169,1230,2367,2145
"ENSG00000219102",20,15,14,12,4
"ENSG00000116209",3575,4516,2262,4112,3345
"ENSG00000280378",6,12,5,9,3
"ENSG00000116205",327,470,241,417,417
"ENSG00000215883",90,270,227,92,165
"ENSG00000116221",3082,3377,2745,2901,2970
"ENSG00000157216",2488,4303,2888,2287,2529
"ENSG00000198711",47,102,94,67,49
"ENSG00000162390",72,178,96,56,81
"ENSG00000162391",9,15,22,1,2
"ENSG00000184313",3,13,2,3,6
"ENSG00000243725",23,15,19,7,9
"ENSG00000162396",276,259,210,293,312
"ENSG00000006555",8,3,4,2,2
"ENSG00000116133",37655,33293,21528,26697,27791
"ENSG00000143001",4,2,2,2,8
"ENSG00000162399",0,4,3,2,6
"ENSG00000169174",225,261,188,102,129
"ENSG00000162402",3321,4245,2108,3776,4131
"ENSG00000223956",1,4,1,2,2
"ENSG00000162407",2819,1956,821,3961,3336
"ENSG00000162409",267,810,367,369,427
"ENSG00000187889",18,13,11,39,30
"ENSG00000173406",82,123,55,121,76
"ENSG00000162600",189,267,115,278,257
"ENSG00000184292",10428,10581,6619,6632,7313
"ENSG00000185839",150,277,160,202,162
"ENSG00000162601",1414,3482,1365,2491,2050
"ENSG00000283445",5,43,23,4,6
"ENSG00000177606",16056,2742,1052,15283,12719
"ENSG00000232453",9,5,4,13,11
"ENSG00000237352",7,0,1,5,1
"ENSG00000270457",6,9,1,6,5
"ENSG00000172456",514,402,223,660,553
"ENSG00000226883",5,3,1,1,1
"ENSG00000134709",510,2108,797,888,846
"ENSG00000134716",30,24,13,29,23
"ENSG00000162598",0,17,22,0,0
"ENSG00000162599",2,3,0,4,6
"ENSG00000162604",230,408,186,330,270
"ENSG00000271200",7,3,5,4,2
"ENSG00000132849",3148,6297,2957,3601,4403
"ENSG00000240563",4571,5082,2308,7092,6918
"ENSG00000237227",7,12,2,10,13
"ENSG00000132854",9959,8342,6140,10756,9012
"ENSG00000162607",1735,5286,2193,3524,2891
"ENSG00000116641",2559,3070,1405,3045,3011
"ENSG00000278967",1,4,3,0,3
"ENSG00000235545",11,31,17,13,14
"ENSG00000125703",168,375,130,327,291
"ENSG00000088035",363,525,208,658,621
"ENSG00000142856",274,655,263,526,440
"ENSG00000203965",99,276,112,192,177
"ENSG00000116652",2,42,12,20,13
"ENSG00000079739",1619,1019,355,1634,1445
"ENSG00000244256",7,5,1,4,8
"ENSG00000185483",5284,2664,911,6299,4807
"ENSG00000223949",6,0,1,9,7
"ENSG00000158966",403,2642,1239,428,521
"ENSG00000162437",519,1618,758,940,939
"ENSG00000162434",2627,2838,870,2942,2375
"ENSG00000226891",0,13,14,0,0
"ENSG00000185031",0,4,4,2,0
"ENSG00000265996",0,4,3,4,1
"ENSG00000162433",484,194,60,886,771
"ENSG00000116675",1092,1718,1053,1563,1687
"ENSG00000213625",4355,5822,2345,7412,6142
"ENSG00000116678",435,987,487,771,803
"ENSG00000184588",25,131,86,30,48
"ENSG00000118473",49,9,1,52,57
"ENSG00000152760",1,9,1,6,8
"ENSG00000152763",49,92,40,83,87
"ENSG00000198160",576,1367,445,1128,988
"ENSG00000116704",523,713,239,758,707
"ENSG00000081985",13,72,32,17,32
"ENSG00000142864",10231,19480,11158,14124,13333
"ENSG00000223263",1,9,4,2,2
"ENSG00000116717",2271,2558,1497,2147,1961
"ENSG00000172380",1307,1508,409,2305,1580
"ENSG00000232284",41,451,97,61,75
"ENSG00000162595",17,76,54,28,22
"ENSG00000228431",0,6,0,7,0
"ENSG00000116729",5905,31311,14454,7256,8503
"ENSG00000234383",21,112,73,24,28
"ENSG00000024526",956,1977,825,1458,1343
"ENSG00000233589",11,35,11,12,23
"ENSG00000234264",0,11,1,3,3
"ENSG00000033122",31,540,61,77,60
"ENSG00000066557",741,1499,556,1235,1208
"ENSG00000116754",6157,16321,7025,10417,8502
"ENSG00000118454",558,1145,555,872,710
"ENSG00000197568",274,185,146,243,250
"ENSG00000226088",5,6,2,11,12
"ENSG00000116761",171,338,188,174,171
"ENSG00000271992",4,17,8,7,7
"ENSG00000050628",9,9,1,11,2
"ENSG00000235079",5,13,2,3,4
"ENSG00000132485",1655,6238,1980,3591,2963
"ENSG00000207721",2,61,5,36,21
"ENSG00000229956",6,5,2,11,6
"ENSG00000172260",5,18,15,6,5
"ENSG00000233994",52,103,46,99,114
"ENSG00000162620",27,29,10,51,40
"ENSG00000254685",257,401,129,694,547
"ENSG00000259030",10,30,12,25,33
"ENSG00000272864",1,5,0,8,0
"ENSG00000116791",1162,1446,529,1877,1558
"ENSG00000162623",295,760,392,498,461
"ENSG00000162624",8,17,6,12,15
"ENSG00000137968",35,129,53,70,64
"ENSG00000230863",2,3,1,6,11
"ENSG00000117054",841,1407,627,1433,1229
"ENSG00000181227",285,278,176,310,295
"ENSG00000137955",1401,3093,1287,2013,1481
"ENSG00000057468",7,5,3,16,17
"ENSG00000184005",317,1127,537,458,450
"ENSG00000226415",3101,2355,1664,3200,2505
"ENSG00000117069",13,94,82,23,32
"ENSG00000142892",805,969,358,1334,1044
"ENSG00000226084",272,478,220,533,480
"ENSG00000228187",4,5,6,2,2
"ENSG00000154027",10,17,2,8,10
"ENSG00000036549",1080,2226,1112,1418,1487
"ENSG00000077254",1581,2551,1046,2458,2234
"ENSG00000180488",397,732,255,733,562
"ENSG00000219201",346,438,137,694,590
"ENSG00000235613",5,7,1,2,3
"ENSG00000235927",7,20,6,11,12
"ENSG00000162614",333,1035,220,588,698
"ENSG00000162613",3546,9789,5407,4502,4875
"ENSG00000162616",308,701,223,700,554
"ENSG00000137960",6,41,17,7,11
"ENSG00000273338",6,18,2,4,14
"ENSG00000213560",10,4,5,8,4
"ENSG00000122420",8,0,0,8,2
"ENSG00000235400",24,33,17,27,26
"ENSG00000162618",78,30,15,133,96
"ENSG00000230787",12,11,7,5,7
"ENSG00000117114",9834,10726,3950,12857,13844
"ENSG00000224494",4,0,0,6,5
"ENSG00000227288",356,406,270,302,400
"ENSG00000227960",2,0,0,6,5
"ENSG00000215875",58,35,9,71,76
"ENSG00000236268",7,15,4,13,11
"ENSG00000233008",30,12,6,25,27
"ENSG00000137941",122,1735,731,274,280
"ENSG00000271576",58,152,116,73,115
"ENSG00000142875",532,1859,564,1083,922
"ENSG00000226970",15,8,5,10,12
"ENSG00000203943",5,35,9,25,7
"ENSG00000240520",7,20,3,3,9
"ENSG00000117133",624,1128,603,891,745
"ENSG00000174021",4053,5157,2811,5302,5240
"ENSG00000122432",7,33,9,14,23
"ENSG00000117151",138,275,114,230,236
"ENSG00000180869",8,32,12,14,22
"ENSG00000117155",475,2446,769,1133,1291
"ENSG00000171517",46,240,199,20,23
"ENSG00000153898",23,435,266,49,28
"ENSG00000162643",11,44,13,20,22
"ENSG00000055732",136,1900,682,194,283
"ENSG00000280099",58,289,123,89,118
"ENSG00000097096",615,2781,1512,880,981
"ENSG00000162642",714,1268,647,1036,903
"ENSG00000142867",427,586,255,722,602
"ENSG00000223653",5,13,1,5,9
"ENSG00000153904",1002,2423,791,1464,1821
"ENSG00000282057",37,87,17,42,59
"ENSG00000272691",0,5,4,0,1
"ENSG00000142871",6618,13206,2569,5030,6513
"ENSG00000117174",622,977,452,772,766
"ENSG00000171502",84,5,3,97,79
"ENSG00000122417",1039,2097,838,2016,1791
"ENSG00000137975",36,37,8,41,30
"ENSG00000261737",32,15,18,32,32
"ENSG00000097033",2550,2256,974,3966,3242
"ENSG00000183291",2216,4029,1441,3247,2657
"ENSG00000153936",794,2686,887,1431,1193
"ENSG00000225568",15,23,16,11,20
"ENSG00000267272",13,24,7,26,23
"ENSG00000143013",4362,2635,1486,4861,5048
"ENSG00000279778",7,0,0,9,6
"ENSG00000224235",8,3,0,10,9
"ENSG00000237505",15,8,8,27,9
"ENSG00000065243",1854,4533,1720,3176,2747
"ENSG00000207234",2,11,5,3,5
"ENSG00000241975",14,100,21,39,28
"ENSG00000137947",558,706,401,786,735
"ENSG00000235308",5,7,3,7,9
"ENSG00000137944",830,1755,780,1292,1247
"ENSG00000213516",817,1650,884,1221,1167
"ENSG00000117226",147,39,4,151,102
"ENSG00000117228",1,104,19,1,1
"ENSG00000234518",750,1200,462,1109,1051
"ENSG00000162645",57,43,4,104,103
"ENSG00000162654",1,8,4,1,4
"ENSG00000197147",75,1150,543,117,214
"ENSG00000231999",19,38,19,35,24
"ENSG00000171488",474,381,153,974,581
"ENSG00000272931",101,66,26,88,91
"ENSG00000171492",1872,2071,1037,2131,2104
"ENSG00000252797",3,5,0,4,1
"ENSG00000228175",58,54,35,35,42
"ENSG00000162664",1149,3242,1291,1992,1658
"ENSG00000233593",6,9,5,21,12
"ENSG00000232882",16,70,34,18,15
"ENSG00000122482",1138,2944,962,1829,1878
"ENSG00000162669",80,184,78,184,117
"ENSG00000097046",624,1902,918,1321,1135
"ENSG00000241318",2,4,4,4,5
"ENSG00000203914",58,40,18,34,43
"ENSG00000069702",559,570,289,737,341
"ENSG00000172031",8,55,22,3,11
"ENSG00000230667",31,32,32,45,53
"ENSG00000174842",254,599,237,533,386
"ENSG00000122484",623,1166,546,852,838
"ENSG00000162676",8,8,5,11,8
"ENSG00000067208",455,726,230,559,568
"ENSG00000122406",23743,36625,23417,29348,26884
"ENSG00000154511",465,1151,403,831,595
"ENSG00000207523",6,27,9,11,11
"ENSG00000143033",1177,2785,1356,1769,1574
"ENSG00000117500",1494,2499,651,3005,2050
"ENSG00000122483",400,736,325,583,696
"ENSG00000223745",555,1047,590,790,840
"ENSG00000229567",1,3,1,1,5
"ENSG00000117505",1391,1686,803,2089,1842
"ENSG00000137942",6111,9396,4052,9714,9670
"ENSG00000212601",0,1,8,1,2
"ENSG00000137936",1828,355,258,1830,1934
"ENSG00000224093",14,61,37,16,15
"ENSG00000230439",26,19,19,19,37
"ENSG00000211575",3,1,2,4,1
"ENSG00000260464",31,13,9,28,50
"ENSG00000067334",1658,3090,1463,1953,2408
"ENSG00000023909",807,378,185,1353,1423
"ENSG00000198691",1255,353,226,1423,1779
"ENSG00000137962",9700,7651,2989,16192,16349
"ENSG00000226835",11,1,0,8,3
"ENSG00000236098",11,0,0,8,12
"ENSG00000117528",1204,1573,704,1891,1655
"ENSG00000117525",1443,386,155,2155,2703
"ENSG00000224081",398,180,127,437,284
"ENSG00000143036",977,442,332,1265,995
"ENSG00000117519",16054,8795,4656,19774,16000
"ENSG00000235501",93,122,77,92,72
"ENSG00000172339",189,320,186,219,232
"ENSG00000152078",176,1878,555,421,313
"ENSG00000271092",8,27,4,30,19
"ENSG00000231992",0,11,8,0,3
"ENSG00000226026",12,9,9,16,10
"ENSG00000122481",115,221,74,150,150
"ENSG00000228852",35,75,20,34,58
"ENSG00000228502",12,8,9,5,9
"ENSG00000137970",1306,2404,1144,2807,2131
"ENSG00000117569",405,1566,689,850,692
"ENSG00000188641",25,100,41,35,8
"ENSG00000228057",141,264,132,172,233
"ENSG00000225206",3,6,0,0,1
"ENSG00000226053",1,28,2,0,1
"ENSG00000162627",768,1094,424,1592,984
"ENSG00000117598",0,89,7,2,9
"ENSG00000117600",2,12,12,1,6
"ENSG00000156869",174,222,109,157,159
"ENSG00000162688",723,3418,1274,1209,1130
"ENSG00000228084",2,0,1,5,2
"ENSG00000117620",303,1005,393,666,570
"ENSG00000283761",2,11,0,5,7
"ENSG00000156875",105,93,106,54,59
"ENSG00000156876",218,659,284,413,415
"ENSG00000122435",224,474,222,384,320
"ENSG00000122477",15,61,28,19,28
"ENSG00000137992",621,1019,512,860,823
"ENSG00000271415",2,2,2,3,3
"ENSG00000225169",6,23,20,3,3
"ENSG00000224616",11,28,17,21,31
"ENSG00000137996",1007,1038,556,1371,1245
"ENSG00000207750",3,2,2,3,4
"ENSG00000079335",191,597,219,261,303
"ENSG00000234332",39,62,30,32,44
"ENSG00000162692",5,0,2,2,3
"ENSG00000162694",879,1687,668,1477,1358
"ENSG00000162695",687,1560,617,1124,1004
"ENSG00000117543",639,1008,535,833,812
"ENSG00000235795",3,8,5,4,5
"ENSG00000233184",67,171,56,117,111
"ENSG00000170989",169,45,27,223,173
"ENSG00000228399",23,18,19,11,14
"ENSG00000118733",2,17,2,6,2
"ENSG00000230864",0,2,1,3,4
"ENSG00000060718",114,905,378,134,186
"ENSG00000185946",381,833,407,596,561
"ENSG00000240038",83,110,68,149,148
"ENSG00000227850",26,14,9,12,13
"ENSG00000232952",8,17,10,8,12
"ENSG00000198890",1066,2084,1402,1278,1194
"ENSG00000162631",48,151,33,48,31
"ENSG00000224550",613,770,586,856,689
"ENSG00000134215",29,413,130,23,32
"ENSG00000085491",1620,2490,778,3426,2518
"ENSG00000280186",5,6,1,1,4
"ENSG00000162636",456,1008,421,730,624
"ENSG00000162639",156,192,75,229,195
"ENSG00000134186",1996,4784,2422,3076,2800
"ENSG00000116266",549,1043,400,1033,807
"ENSG00000162641",2,5,3,2,0
"ENSG00000121957",548,611,292,764,639
"ENSG00000121940",543,935,478,566,601
"ENSG00000085433",442,296,183,567,679
"ENSG00000244716",3744,4480,3446,5347,3983
"ENSG00000197780",254,444,140,586,397
"ENSG00000273382",15,32,17,35,34
"ENSG00000215717",627,1126,446,1113,791
"ENSG00000251484",2,10,0,1,3
"ENSG00000179902",2,12,5,3,6
"ENSG00000116299",105,14,7,117,80
"ENSG00000031698",5946,4263,2834,5427,5319
"ENSG00000143126",6107,3014,1996,3982,5487
"ENSG00000134222",3073,1866,1785,2853,3705
"ENSG00000221986",9,10,3,19,20
"ENSG00000134243",10372,16058,7187,10823,11914
"ENSG00000143106",1462,1747,1021,1364,1371
"ENSG00000143028",8,22,6,4,5
"ENSG00000162650",221,407,290,222,209
"ENSG00000174151",778,655,427,698,680
"ENSG00000181754",71,238,239,49,53
"ENSG00000156097",9,12,6,13,15
"ENSG00000065135",3644,4283,1862,5379,4930
"ENSG00000116337",1137,1235,941,804,925
"ENSG00000168765",248,215,206,328,294
"ENSG00000213366",99,153,76,88,97
"ENSG00000134201",3,0,5,2,4
"ENSG00000134202",75,134,56,105,84
"ENSG00000184371",2704,1195,830,2518,1984
"ENSG00000168710",4791,5717,3039,5883,5954
"ENSG00000143093",1849,2598,1855,1569,1630
"ENSG00000258634",323,683,525,326,356
"ENSG00000156150",13,779,549,15,25
"ENSG00000258673",0,63,18,1,0
"ENSG00000186150",0,98,68,0,0
"ENSG00000197106",43,138,107,47,33
"ENSG00000116396",359,271,156,331,482
"ENSG00000227963",3,5,1,7,3
"ENSG00000162775",684,957,613,657,736
"ENSG00000224699",24,86,58,54,50
"ENSG00000168679",125,515,252,201,210
"ENSG00000273373",56,226,108,121,124
"ENSG00000134248",786,893,628,935,764
"ENSG00000177301",32,1,1,35,28
"ENSG00000237415",1,8,1,14,11
"ENSG00000143119",2,21,9,6,3
"ENSG00000261654",4,10,1,4,7
"ENSG00000232811",3,12,4,14,11
"ENSG00000121931",250,445,141,512,516
"ENSG00000156171",1061,1245,518,1461,1245
"ENSG00000134255",838,947,349,1066,982
"ENSG00000162777",66,53,13,42,48
"ENSG00000064886",118,70,74,158,102
"ENSG00000173947",279,275,120,392,414
"ENSG00000085465",31,118,117,50,52
"ENSG00000260948",15,74,27,32,32
"ENSG00000233337",16,23,13,14,13
"ENSG00000243960",6,18,12,10,9
"ENSG00000116455",490,639,425,405,459
"ENSG00000199890",1,3,3,2,2
